,报表日期,20191231,20190630,20181231,20171231,20161231,19700101
35,支付其他与筹资活动有关的现金,0,0,0,0,0,0.0
36,筹资活动现金流出小计,10453789.56,318879.15,185720.83,10000000.00,0.00,0.0
37,筹资活动产生的现金流量净额,-10453789.56,-318879.15,9814279.17,10000000.00,0.00,0.0
38,四、汇率变动对现金及现金等价物的影响,3763850.56,1624793.67,6647862.60,-7940001.73,4076123.81,0.0
39,五、现金及现金等价物净增加额,110172570.64,46822868.74,7449790.93,31396331.25,53357706.13,0.0
40,加:期初现金及现金等价物余额,120753707.91,120753707.91,113303916.98,81907585.73,28549879.60,0.0
41,六、期末现金及现金等价物余额,230926278.55,167576576.65,120753707.91,113303916.98,81907585.73,0.0
42,附注,,,,,,
43,净利润,144420839.50,74407200.00,98441100.00,43356800.00,59421500.00,0.0
44,少数股东权益,0,0,0,0,0,0.0
45,未确认的投资损失,0,0,0,0,0,0.0
46,资产减值准备,3032702.14,3273500.00,1242300.00,2801100.00,-524300.00,0.0
47,固定资产折旧、油气资产折耗、生产性物资折旧,7327064.32,3462100.00,6165300.00,3961900.00,4860400.00,0.0
48,无形资产摊销,377531.03,0,0,0,0,0.0
49,长期待摊费用摊销,844813.22,0,0,0,0,0.0
50,待摊费用的减少,0,0,0,0,0,0.0
51,预提费用的增加,0,0,0,0,0,0.0
52,处置固定资产、无形资产和其他长期资产的损失,166.33,0,0,0,0,0.0
53,固定资产报废损失,8109.03,0,0,0,0,0.0
54,公允价值变动损失,0,0,0,0,0,0.0
55,递延收益增加（减：减少）,0,0,0,0,0,0.0
56,预计负债,0,0,0,0,0,0.0
57,财务费用,-3329333.88,-3134800.00,4611200.00,11923600.00,2186000.00,0.0
58,投资损失,0,0,0,0,0,0.0
59,递延所得税资产减少,-787726.71,-1014900.00,79100.00,-449700.00,1952400.00,0.0
60,递延所得税负债增加,0,0,0,0,0,0.0
61,存货的减少,46119523.92,47136800.00,-24893600.00,-52423300.00,-5570200.00,0.0
62,经营性应收项目的减少,-35811672.49,-47494800.00,-15522000.00,-47359500.00,8173700.00,0.0
63,经营性应付项目的增加,28756820.14,6236100.00,-6500600.00,57385100.00,-14009600.00,0.0
64,已完工尚未结算款的减少(减:增加),0,0,0,0,0,0.0
65,已结算尚未完工款的增加(减:减少),0,0,0,0,0,0.0
66,其他,0,730300.00,528900.00,26564200.00,21700.00,0.0
67,经营活动产生现金流量净额,190958836.55,83601500.00,64151700.00,45760200.00,56511600.00,0.0
68,债务转为资本,0,0,0,0,0,0.0
69,一年内到期的可转换公司债券,0,0,0,0,0,0.0
70,融资租入固定资产,0,0,0,0,0,0.0
71,现金的期末余额,230926278.55,0,0,0,0,0.0
72,现金的期初余额,120753707.91,0,0,0,0,0.0
73,现金等价物的期末余额,0,0,0,0,0,0.0
74,现金等价物的期初余额,0,0,0,0,0,0.0
75,现金及现金等价物的净增加额,110172570.64,0,0,0,0,0.0
