,报表日期,20191231,20190930,20181231,20171231,20161231,19700101
33,分配股利、利润或偿付利息所支付的现金,15032543420.92,10878927700.00,7612784000.00,5851967800.00,2783155300.00,0.0
34,其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0.0
35,支付其他与筹资活动有关的现金,13462000.00,10000000.00,0,0,0,0.0
36,筹资活动现金流出小计,17148505420.92,12906427700.00,15130784000.00,12849583300.00,20061539800.00,0.0
37,筹资活动产生的现金流量净额,-17148505420.92,-12906427700.00,-12619434000.00,-9349583300.00,-16261539800.00,0.0
38,四、汇率变动对现金及现金等价物的影响,0,0,0,0,0,0.0
39,五、现金及现金等价物净增加额,-575782889.02,415413300.00,618732400.00,4961967000.00,-2111153500.00,0.0
40,加:期初现金及现金等价物余额,9841608775.67,9841608800.00,9222876400.00,4260909400.00,6372062900.00,0.0
41,六、期末现金及现金等价物余额,9265825886.65,10257022100.00,9841608800.00,9222876400.00,4260909400.00,0.0
42,附注,,,,,,
43,净利润,11937249779.21,9519965000.00,10247974600.00,9053442200.00,7903188000.00,0.0
44,少数股东权益,0,0,0,0,0,0.0
45,未确认的投资损失,0,0,0,0,0,0.0
46,资产减值准备,-103824437.83,-103824400.00,-68341600.00,114777400.00,28694300.00,0.0
47,固定资产折旧、油气资产折耗、生产性物资折旧,2992604938.66,2271068800.00,3076788800.00,3049154400.00,3276759100.00,0.0
48,无形资产摊销,192501170.67,13705600.00,0,0,0,0.0
49,长期待摊费用摊销,0,0,0,0,0,0.0
50,待摊费用的减少,0,0,0,0,0,0.0
51,预提费用的增加,0,0,0,0,0,0.0
52,处置固定资产、无形资产和其他长期资产的损失,0,0,0,0,0,0.0
53,固定资产报废损失,930520.76,921500.00,14800.00,0,163700.00,0.0
54,公允价值变动损失,0,0,0,0,0,0.0
55,递延收益增加（减：减少）,0,0,0,0,0,0.0
56,预计负债,0,0,0,0,0,0.0
57,财务费用,1067601825.70,813555200.00,1262601500.00,1390160000.00,1924574400.00,0.0
58,投资损失,0,0,0,0,0,0.0
59,递延所得税资产减少,25956109.45,25956100.00,17085400.00,3279700.00,1137838500.00,0.0
60,递延所得税负债增加,-16679042.29,-12509300.00,-16679000.00,-16679000.00,-16679000.00,0.0
61,存货的减少,0,0,0,0,0,0.0
62,经营性应收项目的减少,-375746.24,-176514300.00,73534400.00,111895800.00,20247700.00,0.0
63,经营性应付项目的增加,626855273.06,980532800.00,-827645000.00,1182857400.00,109978000.00,0.0
64,已完工尚未结算款的减少(减:增加),0,0,0,0,0,0.0
65,已结算尚未完工款的增加(减:减少),0,0,0,0,0,0.0
66,其他,0,0,0,0,0,0.0
67,经营活动产生现金流量净额,16722820391.15,13332857000.00,13765333900.00,14888887800.00,14384764800.00,0.0
68,债务转为资本,0,0,0,0,0,0.0
69,一年内到期的可转换公司债券,0,0,0,0,0,0.0
70,融资租入固定资产,0,0,0,0,0,0.0
71,现金的期末余额,9265825886.65,0,0,0,0,0.0
72,现金的期初余额,9841608775.67,0,0,0,0,0.0
73,现金等价物的期末余额,0,0,0,0,0,0.0
74,现金等价物的期初余额,0,0,0,0,0,0.0
75,现金及现金等价物的净增加额,-575782889.02,0,0,0,0,0.0
