,报表日期,20191231,20190630,20181231,20171231,20161231,19700101
32,偿还债务支付的现金,0,0,0,15000000.00,45582313.60,0.0
33,分配股利、利润或偿付利息所支付的现金,39891.24,0,0,47113112.15,1572636.63,0.0
34,其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0.0
35,支付其他与筹资活动有关的现金,0,0,0,0,0,0.0
36,筹资活动现金流出小计,39891.24,0.00,0.00,62113112.15,47154950.23,0.0
37,筹资活动产生的现金流量净额,110549912.74,45000000.00,15000000.00,2886887.85,-21482636.63,0.0
38,四、汇率变动对现金及现金等价物的影响,-867486.18,-1311721.85,-287309.95,-2713556.00,1271493.09,0.0
39,五、现金及现金等价物净增加额,117757918.88,-3778391.86,62618651.06,85901039.41,85422158.87,0.0
40,加:期初现金及现金等价物余额,276800172.85,276800172.85,214181521.79,128280482.38,42858323.51,0.0
41,六、期末现金及现金等价物余额,394558091.73,273021780.99,276800172.85,214181521.79,128280482.38,0.0
42,附注,,,,,,
43,净利润,239006298.54,90753100.00,177154000.00,146922900.00,161212900.00,0.0
44,少数股东权益,0,0,0,0,0,0.0
45,未确认的投资损失,0,0,0,0,0,0.0
46,资产减值准备,-2608727.28,1794700.00,6197000.00,-223600.00,325500.00,0.0
47,固定资产折旧、油气资产折耗、生产性物资折旧,43533165.97,21557000.00,39962300.00,30961000.00,26804200.00,0.0
48,无形资产摊销,1651995.60,826000.00,662700.00,662700.00,662700.00,0.0
49,长期待摊费用摊销,4362504.96,2181300.00,5749200.00,1473200.00,616700.00,0.0
50,待摊费用的减少,0,0,0,0,0,0.0
51,预提费用的增加,0,0,0,0,0,0.0
52,处置固定资产、无形资产和其他长期资产的损失,0,0,0,0,149300.00,0.0
53,固定资产报废损失,1629157.99,0,2000.00,687100.00,1881900.00,0.0
54,公允价值变动损失,0,0,0,0,0,0.0
55,递延收益增加（减：减少）,0,0,0,0,0,0.0
56,预计负债,0,0,0,0,0,0.0
57,财务费用,867486.18,1311700.00,199800.00,2690100.00,2195200.00,0.0
58,投资损失,-7091305.91,-2912600.00,-2685700.00,-1805600.00,-750200.00,0.0
59,递延所得税资产减少,63787.48,-802200.00,-295600.00,73800.00,-11300.00,0.0
60,递延所得税负债增加,0,0,0,0,0,0.0
61,存货的减少,28746620.19,19291300.00,-45313400.00,33375800.00,-37658800.00,0.0
62,经营性应收项目的减少,336844.34,-54200900.00,-11325100.00,-51168500.00,-56926100.00,0.0
63,经营性应付项目的增加,14938359.49,-22355600.00,9373100.00,-42045700.00,-86804900.00,0.0
64,已完工尚未结算款的减少(减:增加),0,0,0,0,0,0.0
65,已结算尚未完工款的增加(减:减少),0,0,0,0,0,0.0
66,其他,-206690.40,1658900.00,-9036700.00,5963200.00,87202400.00,0.0
67,经营活动产生现金流量净额,325229497.15,59102600.00,170643500.00,127566400.00,98899300.00,0.0
68,债务转为资本,0,0,0,0,0,0.0
69,一年内到期的可转换公司债券,0,0,0,0,0,0.0
70,融资租入固定资产,0,0,0,0,0,0.0
71,现金的期末余额,394558091.73,0,0,0,0,0.0
72,现金的期初余额,276800172.85,0,0,0,0,0.0
73,现金等价物的期末余额,0,0,0,0,0,0.0
74,现金等价物的期初余额,0,0,0,0,0,0.0
75,现金及现金等价物的净增加额,117757918.88,0,0,0,0,0.0
