,报表日期,20191231,20190630,20181231,20171231,20161231,19700101
32,偿还债务支付的现金,174000000.00,60000000.00,110000000.00,116000000.00,100000000.00,0.0
33,分配股利、利润或偿付利息所支付的现金,13648480.16,9905644.74,8678609.50,10803631.57,33166514.42,0.0
34,其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0.0
35,支付其他与筹资活动有关的现金,0,0,0,1000000.00,3659539.90,0.0
36,筹资活动现金流出小计,187648480.16,69905644.74,118678609.50,127803631.57,136826054.32,0.0
37,筹资活动产生的现金流量净额,-27623032.42,90094355.26,11321390.50,-31203631.57,-29570208.49,0.0
38,四、汇率变动对现金及现金等价物的影响,0,0,0,0,0,0.0
39,五、现金及现金等价物净增加额,149399894.30,-142310635.53,45850309.66,-32187014.44,-1331602.15,0.0
40,加:期初现金及现金等价物余额,212943469.88,212943469.88,167093160.22,199280174.66,200611776.81,0.0
41,六、期末现金及现金等价物余额,362343364.18,70632834.35,212943469.88,167093160.22,199280174.66,0.0
42,附注,,,,,,
43,净利润,174698349.66,52425700.00,78029200.00,48415000.00,46271100.00,0.0
44,少数股东权益,0,0,0,0,0,0.0
45,未确认的投资损失,0,0,0,0,0,0.0
46,资产减值准备,3232841.94,14195500.00,936600.00,2570200.00,3034600.00,0.0
47,固定资产折旧、油气资产折耗、生产性物资折旧,10573692.79,5226600.00,10795000.00,11607900.00,12187200.00,0.0
48,无形资产摊销,21299.57,11100.00,22900.00,326000.00,331700.00,0.0
49,长期待摊费用摊销,1222777.15,768500.00,712800.00,391100.00,155300.00,0.0
50,待摊费用的减少,0,0,0,0,0,0.0
51,预提费用的增加,0,0,0,0,0,0.0
52,处置固定资产、无形资产和其他长期资产的损失,83319.09,83300.00,0,0,0,0.0
53,固定资产报废损失,62822.14,50000.00,90500.00,90800.00,119700.00,0.0
54,公允价值变动损失,0,0,0,0,0,0.0
55,递延收益增加（减：减少）,0,0,0,0,0,0.0
56,预计负债,0,0,0,0,0,0.0
57,财务费用,6217226.98,2616100.00,4314800.00,2293300.00,2814200.00,0.0
58,投资损失,-187304.28,-68600.00,-188600.00,-415200.00,-960500.00,0.0
59,递延所得税资产减少,-37149.03,-1855200.00,-513000.00,-176700.00,-401100.00,0.0
60,递延所得税负债增加,239163.31,84900.00,1040400.00,146500.00,-41900.00,0.0
61,存货的减少,3927790.49,-3332700.00,-2793800.00,-4677700.00,1574400.00,0.0
62,经营性应收项目的减少,-87647740.59,-320980300.00,-79797400.00,-45104000.00,-25256400.00,0.0
63,经营性应付项目的增加,70819663.67,40721200.00,38859100.00,8063700.00,-8637400.00,0.0
64,已完工尚未结算款的减少(减:增加),0,0,0,0,0,0.0
65,已结算尚未完工款的增加(减:减少),0,0,0,0,0,0.0
66,其他,1169644.55,761200.00,2586300.00,2820000.00,3571500.00,0.0
67,经营活动产生现金流量净额,184396397.44,-209292600.00,54094900.00,26350900.00,34762400.00,0.0
68,债务转为资本,0,0,0,0,0,0.0
69,一年内到期的可转换公司债券,0,0,0,0,0,0.0
70,融资租入固定资产,0,0,0,0,0,0.0
71,现金的期末余额,362343364.18,0,0,0,0,0.0
72,现金的期初余额,212943469.88,0,0,0,0,0.0
73,现金等价物的期末余额,0,0,0,0,0,0.0
74,现金等价物的期初余额,0,0,0,0,0,0.0
75,现金及现金等价物的净增加额,149399894.30,0,0,0,0,0.0
